keyword,title,description,link,pub_date,source
김부선,"선거 전날 제주 찾은 김문수, 제주 공약보다 이재명 때리기 '할애'",또 김 후보는 이재명 후보와 배우 김부선 씨의 스캔들 논란을 꺼내들었습니다. 김 후보는 &quot;난 어디 밖에 나가서 다른 여자보고 총각이라고 해본 적이 없다&quot;면서 &quot;김부선 배우를 아시냐. 그분이 가슴에 꽂힌 칼을 뽑아주는... ,https://news.bbsi.co.kr/news/articleView.html?idxno=4032827,"Mon, 02 Jun 2025 15:32:00 +0900",
김부선,양관식 변신 김문수 &quot;제주도민 아픈 한 풀겠다&quot;.. 도덕성·가족애로 이재...,"또 이재명 후보의 '여배우 스캔들'을 겨냥한 듯 김부선 배우를 들며 &quot;김부선이라는 여배우를 아시는가. 펑펑 울면서 유튜브를 찍었는데, 자기 가슴에 있는 칼을 김문수가 뽑아줬다, 무조건 김문수를 찍는다고 했다&quot;고... ",https://n.news.naver.com/mnews/article/661/0000056129?sid=154,"Mon, 02 Jun 2025 14:41:00 +0900",
김부선,"'빨간 옷 입은' 김부선, 또 이재명 저격…&quot;공익 차원에서&quot;","ⓒ 유튜브 채널 '김부선TV'  배우 김부선이 대통령 후보 이재명(더불어민주당)과 과거 인연을 다시 언급하며, 그의 가족과 관련된 논란성 발언을 이어갔다. 1일 김부선은 라이브 방송을 통해 &quot;오래전 이재명으로부터 듣게 된... ",https://sports.hankooki.com/news/articleView.html?idxno=6899771,"Mon, 02 Jun 2025 14:28:00 +0900",
김부선,김문수 '범죄자 가족 대통령 안돼'…,"그는 &quot;김부선이라는 여배우를 아시는가. 펑펑 울면서 유튜브를 찍었는데, 자기 가슴에 있는 칼을 김문수가 뽑아줬다, 무조건 김문수를 찍는다고 했다&quot;며 '여배우 스캔들'을 직격했다. 최근 유시민 전 노무현재단 이사장의... ",https://www.idaegu.com/news/articleView.html?idxno=639185,"Mon, 02 Jun 2025 14:06:00 +0900",
헤일리 스타인펠드,"'호크아이' 헤일리 스타인펠드, NFL 스타 조시 앨런과 결혼","사진=호크아이, 마블 마블 시네마틱 유니버스(MCU) 드라마 '호크아이'로 유명한 헤일리 스타인펠드가 품절녀 대열에 합류했다. 1일(현지시간) 미국 엔터테인먼트 투나잇 등 다수 매체는 헤일리 스타인펠드가 미국... ",https://www.jemin.com/news/articleView.html?idxno=807863,"Mon, 02 Jun 2025 14:46:00 +0900",
헤일리 스타인펠드,"마블 '호크아이' 헤일리 스타인펠드, 美 NFL 스타 조시 앨런과 결혼 [엑...",마블 시네마틱 유니버스(MCU) 드라마 '호크아이'로 유명한 헤일리 스타인펠드가 품절녀 대열에 합류했다. 1일(현지시간) 미국 엔터테인먼트 투나잇 등 다수 매체는 헤일리 스타인펠드가 미국 미식축구리그(NFL)버팔로... ,https://m.entertain.naver.com/article/311/0001873580,"Mon, 02 Jun 2025 13:43:00 +0900",
헤일리 스타인펠드,라이언 쿠글러 감독 X 유재선 감독 마스터스 토크,"조던, 델로이 린도, 헤일리 스타인펠드, 잭 오코넬과 함께 스크린에 있을 수 있는 배우여야 하는 데다 연기력도 받쳐줘야 했어요. 마일스는 그럴 가능성이 보였습니다. 공식적인 캐스팅 과정에서 캐릭터에 적합한 나이인... ",https://n.news.naver.com/mnews/article/140/0000055290?sid=004,"Fri, 30 May 2025 14:15:00 +0900",
헤일리 스타인펠드,씨너스: 죄인들- 한마디로 소울풀!,"조던, 헤일리 스타인펠드, 마일스 케이턴 장르: 액션 등급: 청소년 관람불가 시간: 137분 개봉: 5월 28일 1932년, 쌍둥이 형제 ‘스모크’와 ‘스택’(마이클 B. 조던)은 시카고 갱단의 생활을 정리하고 고향인 미시시피로... ",http://www.movist.com/movist3d/view.asp?type=2&id=atc000000011822,"Tue, 27 May 2025 15:34:00 +0900",
헤일리 스타인펠드,"[5월 4주 국내 박스] &lt;미션 임파서블: 파이널 레코닝&gt; 183만 명, &lt;릴로 &amp;...","조던, 헤일리 스타인펠드 주연/ 라이언 쿠글러 연출 -&lt;알사탕&gt; 혼자 노는 게 익숙한 동동이에게 찾아온 마법의 알사탕, 오물오물 먹는 순간 진심이 들린다! 니시오 다이스케 연출 -&lt;페니키안 스킴&gt; 6번의 추락 사고와... ",http://www.movist.com/movist3d/view.asp?type=13&id=atc000000011813,"Mon, 26 May 2025 07:22:00 +0900",
박세진,"GOOD LUCK 박세진…KT 위즈, 1:1 트레이드로 롯데 이정훈 영입","프로야구 KT 위즈는 &quot;롯데 자이언츠에 투수 박세진을 보내고, 외야수 이정훈을 영입하는 트레이드를 단행했다&quot;라고 2일 밝혔다. 우투좌타 외야수 이정훈은 휘문고, 경희대를 졸업하고 2017년 신인드래프트에서 KIA... ",https://www.kgnews.co.kr/news/article.html?no=847949,"Mon, 02 Jun 2025 17:06:00 +0900",
박세진,"KT 박세진, 형 박세웅과 롯데서 한솥밥...이정훈과 맞트레이드","KT위즈의 좌완 투수 박세진(27)이 친형인 박세웅(29)과 롯데자이언츠에서 한솥밥을 먹게 됐다. 롯데자이언츠에서 형 박세웅과 한솥밥을 먹게 된 좌완투수 박세진, 사진=뉴시스 롯데자이언츠에서 KT위즈로 트레이드... ",https://m.sports.naver.com/kbaseball/article/018/0006029916,"Mon, 02 Jun 2025 17:03:00 +0900",
박세진,"[공식] 박세진, 롯데로 향해 형과 한솥밥...이정훈과 1대 1 트레이드 실...",롯데는 2일 공식 보도를 통해 &quot;KT 위즈 투수 박세진과 외야수 이정훈 간의 트레이드를 실시했다&quot;고... 롯데 유니폼을 입는 박세진은 경북고를 졸업한 후 2016년 KT의 1차 지명을 받았다. 이후 통산 6시즌 동안 42경기에... ,https://m.sports.naver.com/kbaseball/article/445/0000304402,"Mon, 02 Jun 2025 17:00:00 +0900",
박세진,"'떠오르는 트레이드 맛집' 롯데, 'ERA 7.99' 비운의 1차지명까지 터트릴...",롯데는 2일 KT 위즈로부터 투수 박세진을 받고 외야수 이정훈을 내주는 1대1 트레이드를 발표했다. 왼손 불펜 보강이라는 뚜렷한 목표를 잡고 움직였다. 당장 1군에서 쓸 수 있을지는 물음표. 박세진은 올해 KT에서는... ,https://m.sports.naver.com/kbaseball/article/076/0004283360,"Mon, 02 Jun 2025 16:55:00 +0900",
박세진,"롯데, ‘박세웅 친동생’ 박세진 영입…KT와 1대1 트레이드",프로야구 롯데와 KT가 외야수 이정훈과 왼손 투수 박세진을 맞바꾸는 트레이드를 단행했습니다. 롯데 구단은 오늘(2일) 외야수 이정훈을 KT에 보내는 대신 투수 박세진을 영입했다고 발표했습니다. 이정훈은 2023년... ,https://m.sports.naver.com/kbaseball/article/056/0011963392,"Mon, 02 Jun 2025 16:51:00 +0900",
건강보험,"장애인 복지 예산 '편성과 재원의 한계', 국제 비교 통한 정책적 시사점","건강보험, 장기요양보험, 산재보험, 연금보험 등에서 장애 관련 재원을 분산 조달하며 연방정부와 주정부 간 분권적 협력 체계를 통해 운영된다. 개인예산제도(Persönliches Budget)는 예산의 직접성, 자율성 확보 측면에서... ",https://www.ablenews.co.kr/news/articleView.html?idxno=221908,"Mon, 02 Jun 2025 17:16:00 +0900",
건강보험,"제약바이오협회, 상반기 KPBMA 윤리경영 워크숍 개최",이번 워크숍에서는 ▲지출보고서 작성 및 공개 제도(건강보험심사평가원 유통질서관리부 안미선 팀장) ▲국세청 세무조사 관련 이슈 및 대응 방안(법무법인 율촌 채주엽 변호사·신재완 세무사) ▲최근 제약산업계에... ,http://www.dailysmart.co.kr/news/articleView.html?idxno=108324,"Mon, 02 Jun 2025 17:16:00 +0900",
건강보험,"‘고액·상습 체납’ 도끼, 6억원대 미납 세금 완납","2일 뉴스1 보도에 따르면 도끼는 최근 종합소득세, 지방세, 건강보험료 등을 포함한 총 6억 7200만원 상당의 미납 세금을 완납했다. 도끼는 2022년과 2023년 종합소득세 5건 등 총 3억 3200만원과 건강보험료 1700만원... ",https://m.entertain.naver.com/article/009/0005502591,"Mon, 02 Jun 2025 17:15:00 +0900",
건강보험,"한국비엔씨, 2세대 정신작용 우울증 치료 신약인 LPH-5 개발사인 덴마크...","건강보험심사평가원 빅데이터에 따르면, 2023년 국내 우울증 환자는 약 105만 명으로 지속적으로 증가하고 있어 효과적인 치료제에 대한 의학적 수요가 높은 상황이다. 로포라사의 보 탄드럽(Bo Tandrup) CEO는 &quot;LPH-5의... ",https://mdtoday.co.kr/news/view/1065600067729948,"Mon, 02 Jun 2025 17:14:00 +0900",
건강보험,"영남대병원, 정신건강 적정성 평가 ‘1등급’…지역 의료 질 입증","영남대병원(병원장 이준)이 최근 건강보험심사평가원이 실시한 정신건강 입원영역 적정성 평가에서 1등급을 획득했다.총점 95.9점으로, 상급종합병원 평균인 93.8점을 상회하는 성적이다.이번 평가는 2023년 8월부터... ",https://www.yeongnam.com/web/view.php?key=20250602022592581,"Mon, 02 Jun 2025 17:14:00 +0900",
현대오토에버,&quot;코딩은 기본&quot;…SI 업계 업무 전 분야 AI 전진 배치,현대오토에버 역시 지난해 하반기부터 자체 개발한 생성형 AI 기반 대화형 서비스 '에이치 챗'을 업무에 활용 중이다. 마이크로소프트의 '애저 오픈AI'를 기반으로 임직원의 업무를 보좌한다. 대표적으로는 단위 테스트... ,https://www.youthdaily.co.kr/news/article.html?no=186433,"Mon, 02 Jun 2025 08:58:00 +0900",
현대오토에버,[더벨][아우토크립트 IPO]추정 실적 수정…목표 시총은 그대로,"아우토크립트는 최종 비교기업으로 현대오토에버, 슈어소프트테크, MDS테크, 모바일어플라이언스 등 4개사를 선정했다. 이들의 평균 주가수익비율(PER)인 23.58배를 적용했다. 2027년 추정 순이익(168억원)을... ",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202505291223461840107853,"Mon, 02 Jun 2025 08:42:00 +0900",
현대오토에버,"기술기업 삼성SDS, 주요 IT서비스 기업 특허의 절반","현대오토에버가 두 번째로 많은 1227건의 등록 특허를 보유한 것으로 집계됐다. 회사 측은 IT서비스 산업의 디지털 전환, 자동차 산업 변화에 맞춰 기술 개발을 통한 경쟁력 강화를 위해 특허를 등록, 출원... ",http://www.datanews.co.kr/news/article.html?no=138920,"Mon, 02 Jun 2025 08:40:00 +0900",
현대오토에버,"AI 에이전트 도입, SI 업계의 새로운 도약","현대오토에버는 생성형 AI 기반 대화형 서비스 '에이치 챗'을 업무에 활용 중이다. 마이크로소프트의 '애저 오픈AI'를 기반으로 임직원의 업무를 보좌하며, 단위 테스트 코드를 수행해 개발자들이 신뢰성 높은 코드를... ",https://www.jemin.com/news/articleView.html?idxno=807502,"Mon, 02 Jun 2025 05:36:00 +0900",
현대오토에버,&quot;코딩은 기본&quot;…시스템 통합 업계 업무 전 분야 AI 확대,현대오토에버 역시 지난해 하반기부터 자체 개발한 생성형 AI 기반 대화형 서비스 '에이치 챗'을 업무에 활용 중이다. 마이크로소프트의 '애저 오픈AI'를 기반으로 임직원의 업무를 보좌한다. 대표적으로는 단위... ,https://n.news.naver.com/mnews/article/001/0015425735?sid=105,"Mon, 02 Jun 2025 05:15:00 +0900",
김용빈,'미스터트롯3' 전국투어 인천 공연 성료…감동과 열정의 무대 선사,"공연은 TOP6 멤버 김용빈, 손빈아, 천록담, 춘길, 최재명, 추혁진의 등장과 함께 트로트 명곡 '사내', '둥지'로 시작됐다. 이후 각 멤버들은 자신만의 색깔을 담은 솔로 무대를 통해 개성과 실력을 뽐냈다. 김용빈은 '애인'과... ",https://www.mhns.co.kr/news/articleView.html?idxno=717106,"Mon, 02 Jun 2025 16:50:00 +0900",
김용빈,"‘사당귀’ 예원, 박명수도 인정... “고정될 듯”","이번 방송에서는 예원이 박명수와 함께 트로트 가수 김용빈, 손빈아, 천록담과 함께 여의도 공원에서 깜짝 게릴라 콘서트를 진행했다. 시민들의 발걸음을 멈추게 하기 위한 현장 홍보부터 공연 진행까지 직접 나서며... ",https://www.bntnews.co.kr/article/view/bnt202506020133,"Mon, 02 Jun 2025 16:20:00 +0900",
김용빈,남승민 제대가 의미하는 것...김용빈·손빈아·천록담 등 '미스터트롯3'...,"김용빈, 손빈아, 천록담, 춘길, 최재명, 추혁진에 남승민이 합류하면 진정한 '미스터트롯3' 완전체가 만들어진다. '미스터트롯3' 종영 3개월 만에 김용빈, 손빈아, 천록담, 춘길, 최재명, 남승민, 추혁진이 전국 투어를 함께... ",http://www.newsworker.co.kr/news/articleView.html?idxno=381418,"Mon, 02 Jun 2025 16:04:00 +0900",
김용빈,&quot;이수만이 샤이니 제안했는데 거절했다가&quot;... 김용빈이 뒤늦게 밝힌 '트...,'미스터트롯3'에서 진(眞)을 차지한 김용빈이 과거 SM엔터테인먼트로부터 아이돌 데뷔 제안을 받았으나 거절했던 사실을 고백했다. 지난 1일 방송된 KBS2 '사장님 귀는 당나귀 귀'에 출연한 김용빈은 &quot;SM 이수만 선생님이... ,https://www.insight.co.kr/news/505530,"Mon, 02 Jun 2025 16:00:00 +0900",
김용빈,"'사당귀' 첫 공식 인턴 예원, 박명수도 인정 &quot;고정 될 듯!&quot;","이번 방송에서는 예원이 박명수와 함께 트로트 가수 김용빈, 손빈아, 천록담과 함께 여의도 공원에서 깜짝 게릴라 콘서트를 진행했다. 시민들의 발걸음을 멈추게 하기 위한 현장 홍보부터 공연 진행까지 직접 나서며... ",https://www.newsinside.kr/news/articleView.html?idxno=3696482,"Mon, 02 Jun 2025 15:52:00 +0900",
네스프레소,'서울재즈페스티벌' 네스프레소가 공식 스폰서로 참여,"사진=오픈버스 네스프레소가 다음 달 1일까지 서울 올림픽공원에서 열리는 '제17회 서울재즈페스티벌2025'의 공식 스폰서로 참가한다고 밝혔으며, 이 행사는 30일에 발표되었다. 네스프레소는 '여름 안에서 아이스 커피로... ",https://www.jemin.com/news/articleView.html?idxno=807849,"Mon, 02 Jun 2025 14:22:00 +0900",
네스프레소,"[더벨]'선택과 집중' 롯데그룹, 네슬레 JV 청산 전 '재무 정비'",합작 초기 캡슐커피 사업부인 네스프레소(Nespresso) 영업부문 및 기타 영업자산과 부채를 네슬레코리아에 넘긴 후 커피믹스 사업에만 집중하는 구조를 짜기도 했다. 롯데와 네슬레가 협공을 펼쳤지만 국내 커피믹스... ,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202505281443332480107839,"Mon, 02 Jun 2025 10:12:00 +0900",
네스프레소,"바움디스트리, 프리미엄 커피복지 서비스 ‘커피포’ 출시",푸드테크기업 바움디스트리가 사무실 간식서비스 업체인 스낵포와 손잡고 ‘커피포’ 브랜드로 커피머신 렌탈과 원두 구독서비스를 출시했다. 다양한 커피머신과 원두를 제공...고객 선택의 폭 넓혀 커피포 서비스의... ,https://n.news.naver.com/mnews/article/018/0006029368?sid=103,"Mon, 02 Jun 2025 07:02:00 +0900",
네스프레소,"네스프레소, '서울재즈페스티벌' 공식 스폰서 참가","사진=네스프레소 제공 네스프레소(Nespresso)가 다음 달 1일까지 서울 올림픽공원에서 열리는 '제17회 서울재즈페스티벌 2025'(서재페)의 공식 스폰서로 참가한다고 30일 밝혔다. '여름 안에서, 아이스 커피로 쿨하게!'라는... ",https://daily.hankooki.com/news/articleView.html?idxno=1223804,"Fri, 30 May 2025 17:06:00 +0900",
네스프레소,"&quot;고마워 오트&quot;··· 매일유업, 곡물음료로 글로벌 시장 도약",네스프레소·폴 바셋 협업으로 프리미엄 오트 문화 확산 매일유업은 오트를 활용한 카페 문화 조성을 위해 프리미엄 브랜드들과 협업하고 있다. 네스프레소와 매년 콜라보레이션 캠페인을 진행해 홈카페용 오트라테... ,https://www.greenpostkorea.co.kr/news/articleView.html?idxno=301960,"Fri, 30 May 2025 17:04:00 +0900",
김기천,&quot;관운이 트인다&quot;… '윤석열 비판' 배우 김기천 국힘 특보 임명에 '황당',배우 김기천이 국민의힘 중앙선거대책위원회로부터 임명장을 받아 황당하다는 반응을 보였다. 김기천은 윤석열 전 대통령의 비상계엄 검토 논란을 강도 높게 비판했던 인물이다. 김기천은 2일 자신의 소셜미디어에... ,https://n.news.naver.com/mnews/article/654/0000124329?sid=100,"Mon, 02 Jun 2025 16:32:00 +0900",
김기천,"尹 꾸짖은 김기천, 국힘 정책특보 임명?…&quot;XX 관운이 트인다 [MD이슈]",배우 김기천이 국민의힘 정책특보 임명장을 받고 황당함을 드러냈다. 김기천은 2일 자신의 계정에 &quot;아침부터 이게 무슨 일이냐&quot;라는 글과 함께 사진을 게재했다. 공개된 사진에는 김기천이 국민의힘 대통령후보... ,https://m.entertain.naver.com/article/117/0003949533,"Mon, 02 Jun 2025 16:22:00 +0900",
김기천,"&quot;X발 관운이 트인다, 아침부터 이게 무슨 일이냐&quot;…국힘 선대위로부터 ...","배우 김기천이 국민의힘 중앙선거대책위원회로부터 일방적으로 임명장을 받은 사실을 공개했다. 김기천은 제21대 대선을 하루 앞둔 2일, 자신의 SNS에 이같은 사실을 공개하고 &quot;아침부터 이게 무슨 일이냐'면서 휴대전화... ",https://n.news.naver.com/mnews/article/087/0001120494?sid=154,"Mon, 02 Jun 2025 15:52:00 +0900",
김기천,"‘이재명 지지’ 김기천, 김문수 대선 특보 임명장 받고 황당 반응",김기천. 사진 | 스포츠서울 DB 배우 김기천이 국민의힘 선거대책위원회 임명장을 받았다. 국민의힘은 김기천의 동의를 구하지 않고 임명한 것으로 알려졌다. 김기천은 2일 자신의 SNS에 “아침부터 도대체 무슨 일인가”... ,https://m.entertain.naver.com/article/468/0001151559,"Mon, 02 Jun 2025 15:51:00 +0900",
김기천,尹 계엄 비판한 배우에게 날아든 국힘 ‘정책특보’ 임명장…왜?,국민의힘 선거대책위원회가 윤석열 전 대통령의 12·3 비상계엄 사태를 비판했던 배우 김기천을 정책특보로 임명한 사실이 알려져 황당하다는 반응을 사고 있다. 김기천은 2일 자신의 사회관계망서비스(SNS)에 &quot;아침부터... ,https://n.news.naver.com/mnews/article/014/0005358126?sid=102,"Mon, 02 Jun 2025 15:33:00 +0900",
짐 로저스,"김문수, 제주부터 '종단 유세'…&quot;과감하게 당 혁신할 것&quot; 호소","김 후보는 오전 제주시 거점 유세에서 세계적인 투자자로 꼽히는 짐 로저스의 '이재명 후보 허위 지지선언' 논란을 집중 추궁하기도 했다. 그는 &quot;미국 유명 부자인 짐 로저스가 자기를 지지한다고 했는데, (로저스 회장은)... ",https://www.ajunews.com/view/20250602171135999,"Mon, 02 Jun 2025 17:16:00 +0900",
짐 로저스,"부산을 향한 마지막 외침…표심, 어디로 향하나",중앙선대위는 이날 회의서 세계 3대 투자자로 꼽히는 짐 로저스 회장이 이재명 후보를 지지한 것은 가짜로 판명됐다며 총공세를 펼쳤습니다. 이와 함께 지지부진한 부산 현안 과제를 해결하겠다며 보수 표심에... ,http://news.lghellovision.net/news/articleView.html?idxno=508543,"Mon, 02 Jun 2025 17:16:00 +0900",
짐 로저스,"천하람 “국민의힘, 죽어버린 나무…물 줄 필요 있나” [정치를 부탁해...",짐 로저스 그러니까 세계 3대 투자자로 불리는 짐 로저스의 이재명 후보 지지 선언이 했다 안 했다 진실 공방도 있었습니다. 여러 가지 의혹들이 있었는데 먼저 이 부분은 이재명 후보에 대해서 어느 정도의 영향을 줄 걸로... ,https://n.news.naver.com/mnews/article/020/0003638905?sid=154,"Mon, 02 Jun 2025 17:15:00 +0900",
짐 로저스,[진인사대천명] 김문수 후보 “이재명 괴물 총통독재 출현 막아 달라”,아울러 “짐 로저스의 가짜 지지선언이라는 희대의 글로벌 허위사실 유포 사기극까지 연출했다”고 비난했다. 김 후보는 “이준석 후보와 단일화를 성사시키지 못해 송구한 말씀을 드린다”며 “이준석 후보 찍으면... ,https://www.kgnews.co.kr/news/article.html?no=847960,"Mon, 02 Jun 2025 17:14:00 +0900",
짐 로저스,[99.9MHz] D-1 대선인터뷰 '김재섭 국민의힘 국회의원',어젯 밤에만 해도 짐 로저스의 지지 선언이 사실은 아니었다라는 언론 보도를 제가 본 바가 있는데 그런 것부터 시작해 가지고 최근에 언론을 대하는 태도 특히 언론 개혁 관련해서 기자가 물어보는 질문에 급한 거... ,https://www.obsnews.co.kr/news/articleView.html?idxno=1485426,"Mon, 02 Jun 2025 17:12:00 +0900",
투표 시간,"천하람 “국민의힘, 죽어버린 나무…물 줄 필요 있나” [정치를 부탁해...",첫째로는 대구에 아직 투표 안 하신 유권자가 제일 많으시죠? 그러니까 사전 투표 비율이 낮기 때문에 본... 그럼 이준석 후보 같은 경우는 조금 대구 일정이 상당히 늦은 시간은 아닙니다. 한 6시 경인데 그런데 보통 다른... ,https://n.news.naver.com/mnews/article/020/0003638905?sid=154,"Mon, 02 Jun 2025 17:15:00 +0900",
투표 시간,[진인사대천명] 김문수 후보 “이재명 괴물 총통독재 출현 막아 달라”,대선 투표 하루 전날인 2일 부산 유세 중 발표한 대국민 입장문을 통해 “내일은 진실이 거짓을 이기는 날... 그러면서 “국민들이 힘든 계엄의 시간을 보낼 때 국회 독재를 일삼고 사법리스크에 떨고 있던 이재명 후보는... ,https://www.kgnews.co.kr/news/article.html?no=847960,"Mon, 02 Jun 2025 17:14:00 +0900",
투표 시간,&quot;투표 보조 못 받아 포기&quot;…창원 장애인 단체 '참정권' 보장 촉구,"단체는 &quot;발달장애인의 장애 특성상 투표 순서, 투표용지에 적힌 글들을 이해하는 데 시간이 필요하다&quot;며 &quot;한글을 모르거나 선 장소에서 빨리 기표하라고 재촉하거나 눈치를 주는 등 투표소 내 경직된 분위기도... ",https://n.news.naver.com/mnews/article/421/0008290298?sid=102,"Mon, 02 Jun 2025 17:14:00 +0900",
투표 시간,"팬케이크스왑, 3.0 토크노믹스 공개...CAKE 연 4% 디플레이션 목표","대해 투표 중이다. 보도 시점에 CAKE는 약 1.97달러에 거래되고 있으며, 팬케이크스왑이 처음으로 토크노믹스 3.0을 제안한 4월 8일 이후 17% 상승했다. 추가로, DeFiLlama의 데이터에 따르면 팬케이크스왑의 24시간... ",https://www.tokenpost.kr/news/cryptocurrency/240175,"Mon, 02 Jun 2025 17:14:00 +0900",
투표 시간,"아이오타, 5월 5일 '리베이스드' 메인넷 업그레이드 발표…초당 5만 트랜...","22일(현지시간) 크립토뉴스에 따르면, 아이오타 팀은 IOTA 리베이스드가 체인의 &quot;가장 크고, 가장... 한편, 이번 업그레이드는 거버넌스 투표, 기술 테스트, 검토 및 감사 과정을 거쳐 진행된다고 발표에서... ",https://www.tokenpost.kr/news/blockchain/240610,"Mon, 02 Jun 2025 17:12:00 +0900",
트렌드,"소프트캠프, 日 '소프트캠프 솔루션 데이 2025' 성황리 종료","소프트캠프 솔루션 데이는 매해 파트너를 대상으로 보안 시장 트렌드와 업계 이슈를 공유하고, 소프트캠프의 솔루션을 제안해 비즈니스 기회를 견고히 하고자 마련된 행사다. 특히 올해 행사는 일본 시장 내 전략적... ",http://www.itdaily.kr/news/articleView.html?idxno=233386,"Mon, 02 Jun 2025 17:16:00 +0900",
